word,pos_tag
hands,NNS
cold,VBN
?,.
Where,WRB
can,MD
I,PRP
wash,VB
my,PRP$
hands,NNS
?,.
Did,NNP
you,PRP
wash,VB
your,PRP$
hands,NNS
before,IN
dinner,NN
?,.
I,PRP
broke,VBD
my,PRP$
hand,NN
.,.
Take,VB
your,PRP$
hands,NNS
out,IN
of,IN
your,PRP$
pockets,NNS
.,.
She,PRP
turned,VBD
her,PRP
head,NN
quickly,RB
.,.
His,PRP$
head,NN
was,VBD
blocking,VBG
the,DT
view,NN
.,.
Jane,NNP
tilted,VBD
her,PRP$
head,NN
in,IN
confusion,NN
.,.
He,PRP
shook,VBD
his,PRP$
head,NN
in,IN
disagreement,NN
.,.
She,PRP
lifted,VBD
her,PRP$
head,NN
.,.
Boy,NNP
do,VBP
I,PRP
have,VBP
a,DT
[,JJ
headache,NN
],NN
!,.
Do,VBP
n't,RB
touch,VB
people,NNS
on,IN
the,DT
head,NN
.,.
Do,VBP
n't,RB
shake,VB
your,PRP$
head,NN
at,IN
me,PRP
!,.
Nod,NNP
your,PRP$
head,NN
if,IN
you,PRP
can,MD
hear,VB
me,PRP
.,.
Keep,VB
your,PRP$
head,NN
down,RB
.,.
Do,VBP
n't,RB
be,VB
such,JJ
a,DT
heel,NN
!,.
How,WRB
can,MD
you,PRP
walk,VB
in,IN
those,DT
high,JJ
heels,NNS
?,.
My,PRP$
mom,NN
wo,MD
n't,RB
let,VB
me,PRP
wear,JJ
heels,NNS
.,.
I,PRP
have,VBP
a,DT
blister,NN
on,IN
my,PRP$
heel,NN
.,.
She,PRP
has,VBZ
a,DT
cut,NN
on,IN
her,PRP$
heel,NN
.,.
Those,DT
shoes,NNS
hurt,VB
my,PRP$
heels,NNS
.,.
I,PRP
ca,MD
n't,RB
find,VB
my,PRP$
black,JJ
heels,NNS
.,.
Men,NNP
do,VBP
n't,RB
usually,RB
wear,JJ
high,JJ
heels,NNS
.,.
Those,DT
are,VBP
expensive,JJ
Jimmy,NNP
Choo,NNP
heels,NNS
.,.
Please,VB
walk,JJ
heel-to-toe,NN
for,IN
me,PRP
.,.
She,PRP
bumped,VBD
her,PRP
hip,NN
on,IN
the,DT
table,NN
.,.
She,PRP
moved,VBD
her,PRP
hips,NNS
to,TO
the,DT
music,NN
.,.
Hula,NNP
dancers,NNS
know,VBP
how,WRB
to,TO
move,VB
their,PRP$
hips,NNS
.,.
My,PRP$
grandmother,NN
had,VBD
hip-replacement,JJ
surgery,NN
.,.
I,PRP
do,VBP
n't,RB
like,VB
hip-hugger,JJ
pants,NNS
.,.
I,PRP
ca,MD
n't,RB
get,VB
these,DT
jeans,NNS
over,IN
my,PRP$
hips,NNS
.,.
Childbirth,NNP
is,VBZ
difficult,JJ
for,IN
women,NNS
with,IN
narrow,JJ
hips,NNS
.,.
Most,JJS
women,NNS
have,VBP
wide,JJ
hips,NNS
.,.
He,PRP
stood,VBD
with,IN
his,PRP$
hands,NNS
on,IN
his,PRP$
hips,NNS
.,.
Hold,VB
the,DT
baby,NN
on,IN
your,PRP$
hip,NN
like,IN
this,DT
.,.
He,PRP
injured,VBD
his,PRP$
knee,NN
during,IN
the,DT
marathon,NN
.,.
He,PRP
fell,VBD
on,IN
his,PRP$
knees,NNS
.,.
The,DT
water,NN
came,VBD
up,RB
to,TO
their,PRP$
knees,NNS
.,.
She,PRP
leaned,VBD
on,IN
her,PRP
knee,NN
as,IN
she,PRP
listened,VBD
.,.
He,PRP
got,VBD
kicked,VBN
in,IN
the,DT
knee,NN
during,IN
soccer,NN
.,.
He,PRP
proposed,VBD
to,TO
her,PRP$
on,IN
one,CD
knee,NN
.,.
Cold,JJ
weather,NN
makes,VBZ
my,PRP$
knees,NNS
ache,RB
.,.
Her,PRP$
skirt,NN
did,VBD
not,RB
cover,VB
her,PRP$
knees,NNS
.,.
Keep,VB
your,PRP$
knees,NNS
up,RP
when,WRB
you,PRP
jump,VBP
.,.
Here,RB
",",","
tuck,VB
this,DT
blanket,NN
around,IN
your,PRP$
knees,NNS
.,.
He,PRP
had,VBD
very,RB
powerful,JJ
legs,NNS
.,.
She,PRP
often,RB
got,VBD
bruises,NNS
on,IN
her,PRP$
legs,NNS
.,.
He,PRP
had,VBD
very,RB
long,RB
legs,NN
.,.
She,PRP
fell,VBD
and,CC
scratched,VBD
her,PRP$
leg,NN
.,.
She,PRP
felt,VBD
an,DT
uncomfortable,JJ
pain,NN
in,IN
her,PRP$
leg,NN
.,.
She,PRP
sat,VBD
with,IN
crossed,JJ
arms,NNS
and,CC
legs,NN
.,.
Her,PRP$
legs,NNS
were,VBD
tanned,VBN
from,IN
playing,VBG
tennis,NN
.,.
I,PRP
need,VBP
to,TO
stretch,VB
my,PRP$
legs,NNS
.,.
My,PRP$
legs,JJ
ache,NN
from,IN
this,DT
small,JJ
airplane,NN
seat,NN
.,.
Use,VB
your,PRP$
legs,NNS
when,WRB
you,PRP
lift,VBP
something,NN
heavy,JJ
.,.
His,PRP$
lip,NN
was,VBD
swollen,VBN
.,.
She,PRP
put,VBD
lip,JJ
balm,NN
on,IN
her,PRP$
dry,JJ
lips,NN
.,.
She,PRP
bit,VBD
her,PRP
lip,NN
out,IN
of,IN
anxiety,NN
.,.
After,IN
getting,VBG
punched,VBD
",",","
he,PRP
had,VBD
swollen,VBN
lips,NNS
.,.
His,PRP$
lip,NN
started,VBD
bleeding,VBG
.,.
She,PRP
had,VBD
pouty,JJ
lips,NNS
.,.
He,PRP
pressed,VBD
his,PRP$
lips,NNS
together,RB
.,.
They,PRP
kissed,VBD
on,IN
the,DT
lips,NNS
.,.
Her,PRP$
lips,NNS
were,VBD
dark,JJ
red,JJ
.,.
The,DT
insult,NN
earned,VBD
him,PRP
a,DT
bloody,NN
lip,NN
.,.
Charlie,NNP
Chaplin,NNP
is,VBZ
well,RB
known,VBN
for,IN
his,PRP$
moustache,NN
.,.
He,PRP
had,VBD
a,DT
very,RB
strange,JJ
moustache,NN
.,.
Carrie,NNP
did,VBD
n't,RB
like,JJ
moustaches,NNS
.,.
Tim,NNP
was,VBD
always,RB
trimming,VBG
his,PRP$
moustache,NN
.,.
Grandfather,NNP
always,RB
had,VBD
a,DT
moustache,NN
.,.
November,NNP
is,VBZ
grow-a-moustache,JJ
month,NN
.,.
Your,PRP$
moustache,NN
is,VBZ
tickling,VBG
me,PRP
.,.
I,PRP
'm,VBP
glad,JJ
you,PRP
shaved,VBD
your,PRP$
moustache,NN
.,.
He,PRP
's,VBZ
too,RB
young,JJ
to,TO
grow,VB
a,DT
proper,JJ
moustache,NN
.,.
He,PRP
looked,VBD
weird,NN
without,IN
his,PRP$
moustache,NN
.,.
She,PRP
opened,VBD
her,PRP
mouth,NN
wide,JJ
.,.
She,PRP
had,VBD
a,DT
big,JJ
mouth,NN
.,.
Please,NNP
close,VB
your,PRP$
mouth,NN
when,WRB
you,PRP
eat,VBP
.,.
Keep,VB
your,PRP$
hands,NNS
away,RB
from,IN
your,PRP$
mouth,NN
.,.
I,PRP
could,MD
n't,RB
see,VB
his,PRP$
mouth,NN
.,.
His,PRP$
mouth,NN
was,VBD
hidden,VBN
under,IN
a,DT
mask,NN
.,.
Shut,VB
your,PRP$
mouth,NN
!,.
Then,RB
she,PRP
kissed,VBD
me,PRP
right,NN
on,IN
the,DT
mouth,NN
!,.
Frogs,NNS
have,VBP
big,JJ
mouths,NNS
.,.
She,PRP
put,VBD
the,DT
spoon,NN
in,IN
her,PRP$
mouth,NN
.,.
He,PRP
tied,VBD
a,DT
scarf,NN
around,IN
his,PRP$
neck,NN
.,.
She,PRP
put,VBD
her,PRP
arms,NNS
around,IN
his,PRP$
neck,NN
.,.
Ostriches,NNS
are,VBP
known,VBN
for,IN
having,VBG
very,RB
long,RB
necks,NNS
.,.
She,PRP
strained,VBD
her,PRP
neck,NN
.,.
She,PRP
had,VBD
a,DT
beautiful,JJ
necklace,NN
around,IN
her,PRP$
neck,NN
.,.
He,PRP
broke,VBD
his,PRP$
neck,NN
.,.
I,PRP
stuck,VBD
out,RP
my,PRP$
neck,NN
for,IN
you,PRP
!,.
The,DT
racers,NNS
were,VBD
neck,RB
and,CC
neck,RB
!,.
Wrap,VB
this,DT
scarf,NN
around,IN
your,PRP$
neck,NN
.,.
I,PRP
hurt,VBP
my,PRP$
neck,NN
in,IN
the,DT
car,NN
accident,NN
.,.
I,PRP
have,VBP
a,DT
runny,NN
nose,NN
.,.
She,PRP
blew,VBD
her,PRP
nose,NN
.,.
She,PRP
liked,VBD
the,DT
shape,NN
of,IN
her,PRP$
nose,NN
.,.
She,PRP
scrunched,VBD
up,RP
her,PRP$
nose,NN
in,IN
disgust,NN
.,.
It,PRP
was,VBD
so,RB
cold,JJ
my,PRP$
nose,NN
was,VBD
red,JJ
.,.
I,PRP
have,VBP
a,DT
stuffy,NN
nose,NN
.,.
Keep,VB
your,PRP$
nose,JJ
out,IN
of,IN
my,PRP$
business,NN
.,.
I,PRP
have,VBP
a,DT
nose,NN
for,IN
this,DT
kind,NN
of,IN
thing,NN
.,.
He,PRP
got,VBD
punched,JJ
right,NN
in,IN
the,DT
nose,NN
!,.
Oh,UH
no,DT
",",","
I,PRP
have,VBP
pimples,NNS
on,IN
my,PRP$
nose,NN
!,.
My,PRP$
left,JJ
nostril,NN
is,VBZ
blocked,VBN
.,.
Put,VB
one,CD
drop,NN
in,IN
each,DT
nostril,NN
.,.
Something,NNP
is,VBZ
blocking,VBG
your,PRP$
right,JJ
nostril,NN
.,.
He,PRP
stuck,VBD
a,DT
small,JJ
toy,NN
up,RP
his,PRP$
nostril,NN
.,.
There,EX
is,VBZ
a,DT
grape,NN
stuck,NN
in,IN
my,PRP$
nostril,NN
.,.
My,PRP$
grandfather,NN
has,VBZ
lots,NNS
of,IN
nostril,JJ
hair,NN
.,.
These,DT
will,MD
pinch,VB
your,PRP$
nostrils,NNS
.,.
Hold,VB
your,PRP$
nostrils,NNS
closed,VBD
before,IN
you,PRP
dive,VBP
in,IN
.,.
Close,VB
your,PRP$
nostrils,NNS
to,TO
help,VB
clear,VB
your,PRP$
ears,NNS
.,.
The,DT
baby,NN
has,VBZ
tiny,VBN
nostrils,NNS
.,.
She,PRP
shrugged,VBD
her,PRP$
shoulders,NNS
.,.
He,PRP
gave,VBD
her,PRP
a,DT
shoulder,NN
massage,NN
.,.
He,PRP
pulled,VBD
his,PRP$
shoulder,NN
while,IN
playing,VBG
baseball,NN
.,.
He,PRP
had,VBD
very,RB
broad,JJ
shoulders,NNS
.,.
She,PRP
patted,VBD
his,PRP$
shoulder,NN
.,.
They,PRP
stood,VBD
shoulder,NN
to,TO
shoulder,VB
.,.
There,EX
is,VBZ
a,DT
spider,NN
on,IN
your,PRP$
shoulder,NN
!,.
His,PRP$
bird,NN
liked,VBD
to,TO
sit,VB
on,IN
his,PRP$
shoulder,NN
.,.
Put,VB
this,DT
strap,NN
over,IN
your,PRP$
shoulder,NN
like,IN
this,DT
.,.
She,PRP
gave,VBD
him,PRP
the,DT
cold,JJ
shoulder,NN
.,.
He,PRP
punched,VBD
him,PRP
in,IN
the,DT
stomach,NN
.,.
Her,PRP$
stomach,NN
hurt,NN
after,IN
she,PRP
ate,VBD
dinner,NN
.,.
Her,PRP$
stomach,NN
was,VBD
empty,JJ
and,CC
she,PRP
was,VBD
starving,VBG
.,.
Her,PRP$
stomach,NN
grumbled,VBD
loudly,RB
in,IN
class,NN
.,.
She,PRP
felt,VBD
her,PRP
stomach,NN
churn,NN
.,.
Violent,JJ
pictures,NNS
turn,VBP
my,PRP$
stomach,NN
.,.
My,PRP$
uncle,NN
has,VBZ
stomach,VBN
cancer,NN
.,.
She,PRP
had,VBD
her,PRP
stomach,NN
stapled,VBD
to,TO
lose,VB
weight,NN
.,.
I,PRP
feel,VBP
sick,JJ
to,TO
my,PRP$
stomach,NN
.,.
The,DT
doctors,NNS
had,VBD
to,TO
pump,VB
her,PRP$
stomach,NN
.,.
He,PRP
was,VBD
stabbed,VBN
in,IN
the,DT
thigh,NN
.,.
These,DT
pants,NNS
make,VBP
my,PRP$
thighs,NNS
look,VBP
huge,JJ
.,.
She,PRP
only,RB
went,VBD
in,IN
up,IN
to,TO
her,PRP$
thighs,NNS
.,.
I,PRP
prefer,VBP
chicken,JJ
thigh,JJ
meat,NN
.,.
Does,VBZ
anyone,NN
want,VB
the,DT
turkey,NN
thigh,NN
?,.
The,DT
wound,NN
was,VBD
on,IN
his,PRP$
upper,JJ
thigh,NN
.,.
She,PRP
was,VBD
shot,VBN
in,IN
the,DT
thigh,NN
.,.
The,DT
length,NN
of,IN
her,PRP$
dress,NN
was,VBD
mid-thigh,JJ
.,.
My,PRP$
thighs,NNS
rub,VBP
together,RB
when,WRB
I,PRP
walk,VBP
.,.
Pull,VB
these,DT
long,JJ
socks,NNS
up,RB
to,TO
your,PRP$
thighs,NNS
.,.
They,PRP
were,VBD
playing,VBG
thumb,JJ
wars,NNS
during,IN
break,JJ
time,NN
.,.
She,PRP
gave,VBD
him,PRP
a,DT
thumbs,NN
up,RP
.,.
She,PRP
noticed,VBD
a,DT
small,JJ
bruise,NN
on,IN
her,PRP$
thumb,NN
.,.
He,PRP
accidentally,RB
slammed,VBD
the,DT
door,NN
on,IN
his,PRP$
thumb,NN
.,.
They,PRP
needed,VBD
his,PRP$
thumb,JJ
print,NN
.,.
My,PRP$
[,JJ
thumbnail,NN
],NN
is,VBZ
broken,VBN
.,.
I,PRP
accidentally,RB
stuck,VBD
my,PRP$
thumb,NN
in,IN
her,PRP$
eye,NN
.,.
Some,DT
kids,NNS
suck,VBP
their,PRP$
thumbs,NNS
.,.
Place,VB
the,DT
chopsticks,NNS
between,IN
your,PRP$
thumb,NN
and,CC
finger,NN
.,.
They,PRP
were,VBD
[,NNP
thumbing,VBG
],NNP
through,IN
the,DT
magazines,NNS
.,.
She,PRP
stubbed,VBD
her,PRP
toe,NN
against,IN
the,DT
table,NN
.,.
She,PRP
broke,VBD
her,PRP
toe,NN
when,WRB
she,PRP
fell,VBD
.,.
She,PRP
wiggled,VBD
her,PRP
toes,NNS
in,IN
pleasure,NN
.,.
The,DT
cat,NN
attacked,VBD
my,PRP$
toes,NNS
!,.
You,PRP
have,VBP
long,JJ
elegant,JJ
toes,NNS
.,.
They,PRP
went,VBD
toe-to-toe,NN
.,.
Where,WRB
are,VBP
the,DT
[,NNP
toenail,NN
],NN
clippers,NNS
?,.
Your,PRP$
[,NN
toenails,NNS
],VBP
look,NN
terrible,JJ
.,.
These,DT
tight,JJ
shoes,NNS
are,VBP
killing,VBG
my,PRP$
toes,NNS
.,.
If,IN
your,PRP$
toes,NNS
are,VBP
cold,JJ
",",","
wear,VB
your,PRP$
slippers,NNS
.,.
Please,NNP
go,VB
clip,RB
your,PRP$
toenails,NNS
.,.
Clip,VB
your,PRP$
toenails,NNS
outside,IN
.,.
I,PRP
want,VBP
to,TO
paint,VB
my,PRP$
toenails,NNS
.,.
Your,PRP$
toenails,NNS
look,VBP
very,RB
healthy,JJ
.,.
May,NNP
I,PRP
borrow,VBP
your,PRP$
toenail,NN
clippers,NNS
?,.
He,PRP
cut,VBD
me,PRP
with,IN
his,PRP$
long,JJ
toenail,NN
!,.
My,PRP$
toenails,NNS
are,VBP
dirty,JJ
from,IN
the,DT
beach,NN
.,.
Ha,NN
!,.
I,PRP
painted,VBD
my,PRP$
dad,NN
's,POS
toenails,NNS
pink,VBP
!,.
The,DT
toenail,NN
on,IN
my,PRP$
left,JJ
foot,NN
turned,VBD
black,JJ
.,.
I,PRP
think,VBP
that,IN
toenail,NN
will,MD
fall,VB
off,RP
.,.
She,PRP
burned,VBD
her,PRP
tongue,NN
.,.
Her,PRP$
tongue,NN
was,VBD
blue,VBN
from,IN
the,DT
candy,NN
.,.
The,DT
children,NNS
stuck,VBN
out,RP
their,PRP$
tongues,NNS
.,.
The,DT
tongue,NN
is,VBZ
a,DT
strong,JJ
muscle,NN
.,.
She,PRP
pierced,VBD
her,PRP
tongue,NN
.,.
This,DT
dish,NN
is,VBZ
made,VBN
from,IN
beef,NN
tongue,NN
.,.
They,PRP
touched,VBD
tongues,NNS
when,WRB
they,PRP
kissed,VBD
.,.
Can,MD
you,PRP
curl,VB
your,PRP$
tongue,NN
?,.
He,PRP
was,VBD
completely,RB
tongue,JJ
tied,VBN
.,.
Mom,NN
!,.
Jamie,NNP
touched,VBD
me,PRP
with,IN
his,PRP$
tongue,NN
!,.
Her,PRP$
last,JJ
baby,NN
tooth,VBD
finally,RB
fell,VBD
out,RP
.,.
She,PRP
was,VBD
eagerly,RB
waiting,VBG
for,IN
the,DT
tooth,NN
fairy,NN
.,.
She,PRP
had,VBD
very,RB
nice,JJ
teeth,NN
.,.
She,PRP
chipped,VBD
a,DT
tooth,NN
when,WRB
she,PRP
played,VBD
basketball,NN
.,.
She,PRP
brushed,VBD
her,PRP
teeth,RP
thoroughly,RB
.,.
Did,NNP
you,PRP
brush,VB
your,PRP$
teeth,NNS
?,.
I,PRP
broke,VBD
my,PRP$
tooth,NN
while,IN
eating,VBG
nuts,NNS
.,.
Ew,NN
!,.
Do,VBP
n't,RB
use,VB
my,PRP$
[,JJ
toothbrush,JJ
],NN
!,.
My,PRP$
teeth,NNS
are,VBP
crooked,VBN
.,.
He,PRP
has,VBZ
braces,NNS
on,IN
his,PRP$
teeth,NN
.,.
These,DT
pants,NNS
have,VBP
an,DT
elastic,JJ
waist,NN
.,.
What,WP
a,DT
tiny,JJ
waist,NN
!,.
Please,NNP
undress,JJ
from,IN
the,DT
waist,NN
down,RP
.,.
She,PRP
has,VBZ
a,DT
narrow,JJ
waist,NN
and,CC
wide,JJ
hips,NNS
.,.
The,DT
water,NN
was,VBD
waist,JJ
level,NN
.,.
Older,JJR
women,NNS
generally,RB
have,VBP
thicker,NN
waists,NNS
.,.
Put,VB
this,DT
belt,NN
around,IN
your,PRP$
waist,NN
.,.
This,DT
[,JJ
waistband,NN
],NNP
is,VBZ
much,RB
too,RB
tight,JJ
.,.
My,PRP$
little,JJ
nephew,JJ
is,VBZ
about,IN
waist,JJ
high,JJ
now,RB
.,.
Put,VB
one,CD
hand,NN
on,IN
your,PRP$
dance,NN
partner,NN
's,POS
waist,NN
.,.
She,PRP
fractured,VBD
her,PRP
wrist,NN
.,.
She,PRP
had,VBD
very,RB
small,JJ
",",","
skinny,JJ
wrists,NNS
.,.
There,EX
was,VBD
a,DT
bracelet,NN
on,IN
her,PRP$
wrist,NN
.,.
He,PRP
sprained,VBD
his,PRP$
wrist,NN
during,IN
a,DT
basketball,NN
game,NN
.,.
She,PRP
slit,VBD
her,PRP
wrists,NNS
.,.
She,PRP
had,VBD
handcuffs,NNS
on,IN
her,PRP$
wrists,NNS
.,.
Here,RB
is,VBZ
your,PRP$
[,JJ
wristwatch,NN
],NN
.,.
I,PRP
wear,VBP
my,PRP$
watch,NN
on,IN
my,PRP$
right,JJ
wrist,NN
.,.
Keep,VB
your,PRP$
wrist,NN
straight,RB
for,IN
this,DT
technique,NN
.,.
She,PRP
twisted,VBD
her,PRP
wrist,NN
to,TO
escape,VB
his,PRP$
grip,NN
.,.
She,PRP
forgot,VBD
to,TO
wear,VB
an,DT
apron,NN
.,.
The,DT
children,NNS
bought,VBD
their,PRP$
dad,NN
an,DT
apron,NN
.,.
Aprons,NNS
are,VBP
not,RB
just,RB
for,IN
mothers,NNS
!,.
Paula,NNP
loved,VBD
shopping,NN
for,IN
cute,JJ
aprons,NNS
.,.
Nelly,RB
had,VBD
many,JJ
stains,NNS
on,IN
her,PRP$
apron,NN
.,.
Everyone,NN
in,IN
this,DT
lab,NN
must,MD
wear,VB
an,DT
apron,NN
.,.
The,DT
butcher,NN
wore,VBD
a,DT
rubber,NN
apron,NN
.,.
Metal,JJ
workers,NNS
wear,VBP
leather,JJ
aprons,NNS
.,.
I,PRP
'll,MD
make,VB
a,DT
mess,NN
without,IN
my,PRP$
apron,NN
.,.
Would,MD
you,PRP
wash,VB
this,DT
apron,NN
?,.
His,PRP$
belt,NN
was,VBD
made,VBN
of,IN
leather,NN
.,.
Paul,NNP
wore,VBD
a,DT
very,RB
expensive,JJ
belt,NN
.,.
Father,NNP
wore,VBD
the,DT
same,JJ
belt,NN
every,DT
day,NN
.,.
Carl,NNP
decided,VBD
to,TO
buy,VB
a,DT
new,JJ
belt,NN
.,.
They,PRP
had,VBD
many,JJ
different,JJ
belts,NNS
at,IN
the,DT
store,NN
.,.
This,DT
belt,NN
is,VBZ
too,RB
big,JJ
.,.
A,DT
thinner,NN
belt,NN
would,MD
look,VB
better,JJR
.,.
I,PRP
have,VBP
a,DT
black,JJ
belt,NN
in,IN
karate,NN
.,.
Fasten,VB
your,PRP$
seat,NN
belts,NNS
",",","
please,NN
.,.
His,PRP$
father,NN
beat,VBD
him,PRP
with,IN
a,DT
belt,NN
.,.
I,PRP
wore,VBD
a,DT
bikini,NN
to,TO
the,DT
beach,NN
.,.
Chloe,NNP
bought,VBD
a,DT
new,JJ
bikini,NN
for,IN
the,DT
summer,NN
.,.
She,PRP
had,VBD
a,DT
bright,JJ
green,JJ
bikini,NN
.,.
Mother,NNP
was,VBD
too,RB
shy,JJ
to,TO
wear,VB
a,DT
bikini,NN
.,.
She,PRP
forgot,VBD
to,TO
bring,VB
her,PRP$
bikini,NN
.,.
I,PRP
'm,VBP
too,RB
old,JJ
to,TO
wear,VB
a,DT
bikini,NN
.,.
My,PRP$
bikini,NN
is,VBZ
hanging,VBG
on,IN
the,DT
clothesline,NN
.,.
I,PRP
saw,VBD
your,PRP$
bikini,NN
drying,NN
on,IN
the,DT
chair,NN
.,.
Does,VBZ
mom,VB
know,VB
you,PRP
wear,VBP
that,IN
bikini,NN
?,.
Should,MD
I,PRP
buy,VB
a,DT
bikini,NN
or,CC
a,DT
one-piece,JJ
?,.
You,PRP
need,VBP
to,TO
wear,VB
a,DT
blazer,NN
to,TO
dinner,NN
.,.
It,PRP
's,VBZ
his,PRP$
school,NN
blazer,NN
.,.
Mom,NNP
",",","
can,MD
I,PRP
get,VB
a,DT
second,JJ
blazer,NN
?,.
This,DT
is,VBZ
a,DT
winter,NN
blazer,NN
.,.
Please,NNP
hang,VBD
up,RP
your,PRP$
blazer,NN
.,.
May,NNP
I,PRP
borrow,VBP
your,PRP$
navy,JJ
blazer,NN
?,.
Do,VB
these,DT
pants,NNS
look,VBP
okay,JJ
with,IN
this,DT
blazer,NN
?,.
You,PRP
need,VBP
a,DT
collared,JJ
shirt,NN
with,IN
that,DT
blazer,NN
.,.
Her,PRP$
school,NN
blazer,NN
has,VBZ
her,PRP$
name,NN
in,IN
it,PRP
.,.
The,DT
school,NN
symbol,NN
is,VBZ
on,IN
the,DT
blazer,NN
pocket,NN
.,.
She,PRP
spilled,VBD
juice,NN
on,IN
her,PRP$
white,JJ
blouse,NN
.,.
She,PRP
was,VBD
wearing,VBG
the,DT
blouse,NN
she,PRP
bought,VBD
yesterday,NN
.,.
Jamie,NNP
really,RB
liked,VBD
Felicia,NNP
's,POS
floral,JJ
blouse,NN
.,.
I,PRP
wore,VBD
a,DT
blouse,NN
to,TO
the,DT
interview,NN
.,.
Mother,NNP
told,VBD
me,PRP
to,TO
wear,VB
a,DT
blouse,NN
today,NN
.,.
I,PRP
have,VBP
more,JJR
shirts,NNS
than,IN
blouses,NNS
.,.
Blouses,NNS
are,VBP
more,JJR
feminine,JJ
than,IN
shirts,NNS
.,.
She,PRP
wore,VBD
a,DT
simple,JJ
blouse,NN
with,IN
her,PRP$
suit,NN
.,.
My,PRP$
grandmother,NN
always,RB
wore,VBD
frilly,JJ
blouses,NNS
.,.
She,PRP
torn,VBD
her,PRP
blouse,NN
on,IN
the,DT
exposed,JJ
nail,NN
.,.
Haley,NNP
wore,VBD
her,PRP$
favorite,JJ
boots,NNS
.,.
She,PRP
often,RB
shared,VBD
her,PRP$
boots,NNS
with,IN
her,PRP$
sister,NN
.,.
She,PRP
always,RB
wore,VBD
boots,NNS
with,IN
heels,NNS
.,.
Her,PRP$
boots,NNS
got,VBD
wet,RB
in,IN
the,DT
rain,NN
.,.
I,PRP
need,VBP
snow,JJ
boots,NNS
.,.
There,EX
's,VBZ
a,DT
snake,NN
in,IN
my,PRP$
boot,NN
!,.
Leave,VB
your,PRP$
muddy,JJ
boots,NNS
outside,IN
.,.
It,PRP
's,VBZ
a,DT
good,JJ
idea,NN
to,TO
wear,VB
rain,JJ
boots,NNS
today,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
pair,NN
of,IN
cowboy,JJ
boots,NNS
.,.
My,PRP$
dad,JJ
wears,NNS
combat,VBP
boots,NNS
.,.
Nina,NNP
bought,VBD
her,PRP$
first,JJ
bra,NN
.,.
Kelly,NNP
needed,VBD
a,DT
sports,NNS
bra,NN
for,IN
exercise,NN
.,.
This,DT
bra,NN
is,VBZ
very,RB
comfortable,JJ
.,.
It,PRP
's,VBZ
important,JJ
that,IN
your,PRP$
bra,NN
fits,VBZ
properly,RB
.,.
This,DT
swimsuit,NN
has,VBZ
a,DT
built-in,JJ
bra,NN
.,.
Some,DT
older,JJR
ladies,NNS
go,VBP
[,JJ
braless,NN
],NN
.,.
I,PRP
handwash,VBP
all,DT
my,PRP$
bras,NNS
.,.
Wear,IN
a,DT
beige,JJ
bra,NN
with,IN
that,DT
white,JJ
shirt,NN
.,.
I,PRP
took,VBD
my,PRP$
daughter,NN
bra,NN
shopping,NN
.,.
All,PDT
these,DT
bras,NNS
are,VBP
padded,VBN
.,.
Daniela,NNP
's,POS
student,NN
made,VBD
her,PRP$
a,DT
bracelet,NN
.,.
She,PRP
threw,VBD
away,RB
the,DT
broken,JJ
bracelet,NN
.,.
Her,PRP$
favorite,JJ
bracelet,NN
suddenly,RB
disappeared,VBD
.,.
Nick,NNP
gave,VBD
Bella,NNP
a,DT
gold,JJ
bracelet,NN
.,.
There,EX
was,VBD
a,DT
scratch,NN
on,IN
her,PRP$
favorite,JJ
bracelet,NN
.,.
Have,VBP
you,PRP
seen,VBN
my,PRP$
bracelet,NN
?,.
Let,NNP
's,POS
get,VB
mom,FW
a,DT
bracelet,NN
for,IN
her,PRP$
birthday,NN
.,.
It,PRP
's,VBZ
good,JJ
she,PRP
was,VBD
wearing,VBG
a,DT
medical,JJ
bracelet,NN
.,.
This,DT
is,VBZ
a,DT
medical,JJ
alert,NN
bracelet,NN
.,.
She,PRP
gave,VBD
me,PRP
a,DT
friendship,JJ
bracelet,NN
.,.
Harry,NNP
has,VBZ
a,DT
cloak,NN
of,IN
invisibility,NN
.,.
Here,RB
",",","
take,VB
my,PRP$
cloak,NN
.,.
I,PRP
'll,MD
spread,VB
my,PRP$
cloak,NN
on,IN
the,DT
grass,NN
for,IN
us,PRP
.,.
My,PRP$
cloak,NN
is,VBZ
hanging,VBG
on,IN
that,DT
hook,NN
.,.
Cloaks,NNS
were,VBD
popular,JJ
in,IN
the,DT
17th,JJ
century,NN
.,.
Most,JJS
people,NNS
wear,VBP
coats,NNS
instead,RB
of,IN
cloaks,NNS
.,.
Use,VB
this,DT
cloak,NN
to,TO
keep,VB
the,DT
rain,NN
off,IN
you,PRP
.,.
Game,NNP
of,IN
Thrones,NNP
characters,NNS
wear,VBP
cloaks,NNS
.,.
She,PRP
wore,VBD
a,DT
cloak,NN
over,IN
her,PRP$
ball,JJ
gown,NN
.,.
It,PRP
was,VBD
a,DT
beautiful,JJ
multi-colored,JJ
cloak,NN
.,.
She,PRP
always,RB
wore,VBD
fashionable,JJ
coats,NNS
.,.
One,CD
could,MD
sense,VB
her,PRP$
wealth,NN
from,IN
her,PRP$
coat,NN
.,.
Her,PRP$
coat,NN
was,VBD
made,VBN
out,IN
of,IN
real,JJ
fur,NN
.,.
Valerie,NNP
had,VBD
outgrown,RP
